x,y,z
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-12.68275552,-0.637435114,1.667735101
-12.15166055,-0.600091314,1.655563016
-11.59496832,-0.554452309,1.62106617
-11.0489181,-0.514310021,1.598665333
-10.5223797,-0.468427067,1.564321656
-9.981055238,-0.463880851,1.547777045
-9.450168341,-0.419465735,1.516701284
-8.919281445,-0.375050618,1.485625523
-8.388394548,-0.330635502,1.454549762
-7.847555853,-0.318153913,1.430238398
-7.322205288,-0.267495679,1.39574129
-6.801937155,-0.232034049,1.352028807
-6.277619282,-0.204134056,1.317424259
-5.753301408,-0.176234062,1.282819712
-5.228983535,-0.148334068,1.248215164
-4.712852756,-0.114431344,1.211595389
-4.196721978,-0.08052862,1.174975613
-4.533458162,0.39543149,1.199526664
-4.870194346,0.871391601,1.224077714
-5.206930531,1.347351711,1.248628765
-5.543666715,1.823311821,1.273179816
-5.880402899,2.299271932,1.297730867
-6.217139084,2.775232042,1.322281918
-6.553875268,3.251192152,1.346832969
-6.890611452,3.727152263,1.37138402
-7.227347637,4.203112373,1.39593507
-7.564083821,4.679072483,1.420486121
-7.900820005,5.155032594,1.445037172
-8.23755619,5.630992704,1.469588223
-8.574292374,6.106952814,1.494139274
-8.911028558,6.582912924,1.518690325
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
