x,y,z
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-13.137093193578915,0.08784269156838852,1.9101072926353269
-12.89786773609966,0.079076526982644,1.9034160942769214
-12.658642278620402,0.0703103623968995,1.8967248959185161
-12.42452243974593,0.06370110113564473,1.8874932280495997
-12.190402600871458,0.05709183987438996,1.8782615601806834
-11.956282761996986,0.050482578613135196,1.8690298923117667
-11.722162923122513,0.043873317351880436,1.8597982244428501
-11.48804308424804,0.037264056090625663,1.850566556573934
-11.253923245373569,0.030654794829370897,1.8413348887050176
-11.019803406499097,0.02404553356811613,1.832103220836101
-10.785683567624623,0.017436272306861365,1.8228715529671846
-10.551563728750152,0.010827011045606598,1.8136398850982682
-10.31744388987568,0.00421774978435183,1.8044082172293519
-10.083324051001208,-0.002391511476902937,1.7951765493604355
-9.854897977867205,-0.007404702192853248,1.7804180438150936
-9.626471904733204,-0.012417892908803558,1.7656595382697517
-9.398045831599203,-0.017431083624753867,1.7509010327244101
-9.169619758465203,-0.02244427434070418,1.7361425271790685
-8.9411936853312,-0.02745746505665449,1.7213840216337266
-8.712767612197199,-0.0324706557726048,1.7066255160883848
-8.484341539063198,-0.03748384648855511,1.6918670105430431
-8.255915465929196,-0.04249703720450542,1.6771085049977013
-8.021825103450661,-0.05645697552140492,1.6437401721107148
-7.79485347577707,-0.07352447874183465,1.634512340025159
-7.565556097534635,-0.06652240754598117,1.6191389328930574
-7.339688027581597,-0.07280160294243063,1.5981872728048852
-7.113819957628559,-0.0790807983388801,1.5772356127167133
-6.887951887675522,-0.08535999373532956,1.5562839526285412
-8.069150561068303,1.75908340279115,1.5275130067423492
-9.250349234461085,3.6035267993176294,1.4987420608561575
-10.431547907853867,5.447970195844109,1.4699711149699655
-8.093375539509065,2.6637556556209296,1.4637835421081904
-5.755203171164265,-0.12045888460224898,1.4575959692464153
-6.691795588706344,1.5057745898495662,1.4494044953708052
-7.628388006248423,3.1320080643013815,1.4412130214951953
-8.564980423790502,4.758241538753197,1.4330215476195851
-9.501572841332582,6.384475013205012,1.424830073743975
-8.349315778864895,5.067127401707575,1.3874012742091033
-7.197058716397208,3.7497797902101384,1.3499724746742316
-6.044801653929523,2.4324321787127015,1.3125436751393602
-4.892544591461836,1.1150845672152643,1.2751148756044883
-3.7402875289941493,-0.2022630442821726,1.2376860760696167
-3.6781541276112866,-0.283983813526252,1.203873837590879
-3.616020726228424,-0.36570458277033135,1.1700615991121415
-3.5538873248455616,-0.4474253520144108,1.1362493606334043
-3.4917539234626984,-0.5291461212584901,1.1024371221546667
-3.429620522079836,-0.6108668905025695,1.0686248836759291
-3.3674871206969734,-0.6925876597466489,1.0348126451971917
