x,y,z
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-14.328749943696184,-0.6738614877608173,1.74601182301649
-14.066834084205396,-0.6572139947134403,1.7374249621868638
-13.804918224714607,-0.6405665016660633,1.7288381013572376
-13.55091470413737,-0.6259499564693178,1.720390004927897
-13.29691118356013,-0.6113334112725722,1.7119419084985565
-13.04290766298289,-0.5967168660758266,1.703493812069216
-12.788904142405652,-0.5821003208790811,1.6950457156398755
-12.535260332871387,-0.5675258911097806,1.6853370488265165
-12.281616523337119,-0.5529514613404799,1.6756283820131574
-12.027972713802852,-0.5383770315711793,1.6659197151997986
-11.774328904268582,-0.5238026018018787,1.6562110483864392
-11.520685094734318,-0.5092281720325781,1.6465023815730804
-11.267041285200051,-0.4946537422632775,1.6367937147597211
-11.013397475665784,-0.48007931249397684,1.6270850479463626
-10.759753666131516,-0.46550488272467627,1.6173763811330033
-10.50610985659725,-0.45093045295537565,1.6076677143196443
-10.252466047062983,-0.436356023186075,1.5979590475062853
-10.003134891983674,-0.422286356857809,1.5802689400393053
-9.753803736904366,-0.40821669052954307,1.562578832572325
-9.49280754415307,-0.3971667977416243,1.5488146605597573
-9.231811351401772,-0.3861169049537055,1.5350504885471892
-8.985739786833058,-0.3742456394805559,1.5225492702496186
-8.739668222264346,-0.36237437400740624,1.510048051952048
-8.493596657695633,-0.3505031085342566,1.4975468336544775
-8.24752509312692,-0.338631843061107,1.485045615356907
-7.998343959912207,-0.32836831418068924,1.4707082409642744
-7.749162826697493,-0.3181047853002715,1.4563708665716417
-7.499981693482777,-0.3078412564198537,1.442033492179009
-7.250800560268063,-0.297577727539436,1.4276961177863765
-7.00161942705335,-0.28731419865901825,1.413358743393744
-6.752438293838635,-0.2770506697786005,1.3990213690011113
-6.507945338119033,-0.25533682624949294,1.3727159182739315
-6.263452382399431,-0.23362298272038545,1.3464104675467514
-6.020522385233801,-0.22624408329976342,1.3258279261619652
-5.777592388068172,-0.21886518387914136,1.3052453847771792
-5.534662390902542,-0.2114862844585193,1.2846628433923928
-5.291732393736912,-0.20410738503789722,1.2640803020076068
-5.048802396571283,-0.19672848561727516,1.2434977606228206
-4.805872399405653,-0.18934958619665312,1.2229152192380341
-4.562942402240023,-0.18197068677603107,1.202332677853248
-4.320012405074393,-0.17459178735540898,1.181750136468462
-4.0770824079087635,-0.16721288793478695,1.161167595083676
-3.8341524107431337,-0.1598339885141649,1.1405850536988895
-3.591222413577504,-0.15245508909354283,1.1200025123141035
-3.3482924164118746,-0.1450761896729208,1.099419970929317
-3.105362419246245,-0.1376972902522987,1.078837429544531
-2.862432422080615,-0.13031839083167668,1.0582548881597447
