x,y,z
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-15.769945792256339,1.4142469809872695,1.519448963739216
-13.863154180409337,-0.17435390717739555,1.7925818699423754
-13.61191903252584,-0.15780101499840507,1.779335761837538
-13.348729719473399,-0.14992872576764488,1.7688361389192577
-13.085540406420957,-0.1420564365368847,1.7583365160009772
-12.822351093368514,-0.13418414730612455,1.7478368930826966
-12.559161780316071,-0.12631185807536438,1.7373372701644165
-12.29597246726363,-0.11843956884460419,1.7268376472461362
-12.032783154211188,-0.11056727961384402,1.7163380243278556
-11.769593841158745,-0.10269499038308384,1.7058384014095753
-11.506404528106302,-0.09482270115232368,1.695338778491295
-11.24321521505386,-0.0869504119215635,1.6848391555730144
-10.98254557501564,-0.07497742887118587,1.6662710201154312
-10.72187593497742,-0.06300444582080825,1.6477028846578476
-10.4612062949392,-0.051031462770430636,1.6291347492002641
-10.200536654900981,-0.03905847972005301,1.6105666137426806
-9.93936213396483,-0.033310875676973176,1.595897144388251
-9.67818761302868,-0.02756327163389334,1.5812276750338214
-9.417013092092528,-0.021815667590813513,1.5665582056793919
-9.155838571156377,-0.01606806354773368,1.5518887363249623
-8.894664050220225,-0.010320459504653845,1.5372192669705325
-8.643355214690043,-0.004454896647339874,1.5249219508077219
-8.392046379159861,0.0014106662099740972,1.512624634644911
-8.14073754362968,0.007276229067288068,1.5003273184821
-7.8833107016982,0.017881524614497872,1.478096433528409
-7.62588385976672,0.028486820161707675,1.4558655485747178
-7.374690092407892,0.03808483447169657,1.442160745031706
-7.123496325049066,0.047682848781685466,1.428455941488694
-6.872302557690239,0.057280863091674364,1.414751137945682
-6.610225840310205,0.0672991488503241,1.3954514361041117
-6.348149122930171,0.07731743460897385,1.3761517342625413
-6.1893750362342725,0.06721384356465657,1.3913268520779147
-6.030600949538374,0.05711025252033927,1.4065019698932884
-5.871826862842476,0.047006661476022005,1.4216770877086617
-5.713052776146577,0.03690307043170471,1.4368522055240351
-5.554278689450678,0.026799479387387436,1.4520273233394083
-5.395504602754779,0.016695888343070155,1.467202441154782
-5.236730516058881,0.006592297298752867,1.4823775589701556
-5.077956429362983,-0.0035112937455644214,1.4975526767855287
-4.919182342667084,-0.01361488478988171,1.5127277946009023
-4.7604082559711856,-0.023718475834198983,1.5279029124162755
-4.601634169275287,-0.033822066878516265,1.5430780302316491
-4.442860082579388,-0.043925657922833546,1.5582531480470225
-4.28408599588349,-0.054029248967150834,1.573428265862396
-4.125311909187591,-0.06413284001146813,1.5886033836777695
-3.9665378224916923,-0.0742364310557854,1.6037785014931427
-3.807763735795794,-0.08434002210010269,1.6189536193085163
