x,y,z
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-14.911677509270666,-0.9242401553328626,1.7171725876829225
-14.700952228426102,-0.9160268416613135,1.7142778319504128
-14.490226947581537,-0.9078135279897642,1.711383076217903
-14.279501666736971,-0.8996002143182151,1.7084883204853933
-14.068776385892406,-0.8913869006466659,1.7055935647528835
-13.858051105047842,-0.8831735869751166,1.7026988090203738
-13.647325824203277,-0.8749602733035675,1.6998040532878642
-13.436600543358711,-0.8667469596320183,1.6969092975553544
-13.225875262514148,-0.8585336459604691,1.6940145418228447
-13.012803134185077,-0.850183767082999,1.6918264316653144
-12.799731005856007,-0.8418338882055288,1.689638321507784
-12.586658877526936,-0.8334840093280587,1.6874502113502532
-12.386614526485488,-0.8278021117882344,1.6781771783271315
-12.189020566039112,-0.8157532683277182,1.674547312961333
-11.991426605592737,-0.8037044248672021,1.6709174475955346
-11.76904791358527,-0.8233598176492335,1.6567435531793482
-11.568257738716344,-0.8074030242257955,1.6483401221790634
-11.367467563847416,-0.7914462308023573,1.639936691178779
-11.160678729354563,-0.7828717644146573,1.6305624173862818
-10.953889894861707,-0.7742972980269571,1.6211881435937847
-10.747101060368855,-0.765722831639257,1.6118138698012872
-10.540312225876,-0.7571483652515572,1.6024395960087903
-10.333523391383148,-0.7485738988638571,1.593065322216293
-10.126734556890295,-0.7399994324761568,1.5836910484237956
-9.91994572239744,-0.7314249660884569,1.5743167746312985
-9.705709825020623,-0.7306769324302187,1.5694073182660009
-9.491473927643806,-0.7299288987719805,1.5644978619007033
-9.29017157339663,-0.7177688009095453,1.5490235460536474
-9.088869219149458,-0.7056087030471101,1.5335492302065912
-8.887566864902285,-0.6934486051846749,1.5180749143595351
-8.686264510655109,-0.6812885073222397,1.5026005985124793
-8.484962156407935,-0.6691284094598045,1.487126282665423
-8.283659802160761,-0.6569683115973692,1.4716519668183672
-8.082357447913587,-0.644808213734934,1.4561776509713111
-7.881048576129428,-0.6388485770944141,1.4397322402799562
-7.67973970434527,-0.6328889404538941,1.4232868295886014
-7.478430832561111,-0.6269293038133741,1.4068414188972467
-7.277121960776952,-0.6209696671728542,1.390396008205892
-7.075813088992794,-0.6150100305323342,1.3739505975145372
-6.874504217208636,-0.6090503938918143,1.3575051868231822
-6.674126807518555,-0.5969504080225602,1.3381078974957124
-6.473749397828476,-0.5848504221533061,1.3187106081682423
-6.273371988138394,-0.572750436284052,1.2993133188407724
-6.072994578448314,-0.5606504504147979,1.2799160295133025
-5.872617168758233,-0.5485504645455438,1.2605187401858327
-5.672206128345414,-0.538612988130553,1.2384199835045953
-5.471795087932595,-0.5286755117155624,1.216321226823358
-5.271384047519775,-0.5187380353005716,1.194222470142121
-5.070973007106956,-0.5088005588855808,1.1721237134608835
-4.874280461932196,-0.4964687000316961,1.1469012119073754
-4.677587916757436,-0.4841368411778113,1.121678710353867
-4.480895371582675,-0.4718049823239264,1.0964562088003589
-4.284202826407915,-0.45947312347004166,1.0712337072468505
