x,y,z
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-14.004570983333856,-0.6943814814430725,1.5599852461122936
-13.760464037811655,-0.6845434631914862,1.5596148744710239
-13.516357092289454,-0.6747054449398997,1.5592445028297541
-13.27225014676725,-0.6648674266883133,1.5588741311884844
-13.028143201245049,-0.655029408436727,1.5585037595472147
-12.776934370816562,-0.6390255683153601,1.5578596503394786
-12.525725540388077,-0.623021728193993,1.5572155411317423
-12.274516709959592,-0.607017888072626,1.5565714319240063
-12.023307879531105,-0.5910140479512591,1.5559273227162702
-11.776833415767491,-0.5735651963566919,1.5520180755810504
-11.530358952003878,-0.5561163447621247,1.5481088284458306
-11.283884488240265,-0.5386674931675575,1.5441995813106109
-11.037410024476651,-0.5212186415729901,1.540290334175391
-10.795822790317859,-0.5109605094365447,1.5344086035049453
-10.554235556159064,-0.5007023773000994,1.5285268728344996
-10.312648322000271,-0.4904442451636539,1.5226451421640537
-10.071061087841478,-0.4801861130272085,1.5167634114936082
-9.829473853682686,-0.46992798089076304,1.5108816808231627
-9.587886619523891,-0.45966984875431766,1.5049999501527167
-9.344382406548135,-0.4513299505909586,1.5007004762797096
-9.100878193572377,-0.4429900524275995,1.496401002406703
-8.857373980596622,-0.4346501542642403,1.4921015285336963
-8.613869767620866,-0.42631025610088125,1.4878020546606892
-8.374989118089536,-0.41624189548671864,1.478665794105172
-8.136108468558204,-0.40617353487255603,1.4695295335496548
-7.897227819026874,-0.3961051742583934,1.4603932729941378
-7.658347169495543,-0.3860368136442308,1.4512570124386204
-7.419466519964212,-0.37596845303006826,1.4421207518831032
-7.180585870432882,-0.36590009241590565,1.432984491327586
-6.938694730672307,-0.35329903330482937,1.419165620784544
-6.69680359091173,-0.34069797419375314,1.405346750241502
-6.539400240983969,-0.3514296925321847,1.4416357623814708
-6.381996891056209,-0.36216141087061626,1.4779247745214397
-6.224593541128448,-0.37289312920904777,1.5142137866614087
-6.067190191200688,-0.38362484754747933,1.5505027988013773
-5.909786841272927,-0.39435656588591095,1.5867918109413464
-5.752383491345168,-0.4050882842243424,1.623080823081315
-5.594980141417406,-0.41582000256277407,1.659369835221284
-5.437576791489646,-0.4265517209012055,1.695658847361253
-5.280173441561885,-0.4372834392396371,1.7319478595012217
-5.122770091634125,-0.44801515757806865,1.7682368716411905
-4.965366741706365,-0.4587468759165002,1.8045258837811593
-4.807963391778604,-0.4694785942549317,1.8408148959211283
-4.650560041850843,-0.4802103125933633,1.8771039080610974
-4.493156691923083,-0.4909420309317949,1.9133929202010662
-4.335753341995323,-0.5016737492702265,1.949681932341035
-4.178349992067562,-0.512405467608658,1.9859709444810039
